quarter,department,V1,V2,V3,V4,V5,D1,D2,D3,D4,D5,A1,A2,A3,A4,A5,Vigor,Dedication,Absorption,Total
2024 Q2,HR,4,4,4,5,4,4,4,4,5,4,4,3,5,4,3,4.2,4.2,3.8,4.066666666666666
2024 Q2,HR,3,4,5,4,3,5,4,3,4,4,5,5,4,3,3,3.8,4.0,4.0,3.933333333333333
2024 Q2,HR,3,4,4,3,3,4,5,4,4,4,3,4,4,2,3,3.4,4.2,3.2,3.6
2024 Q2,HR,4,3,5,4,5,4,4,5,5,5,3,5,3,4,3,4.2,4.6,3.6,4.133333333333334
2024 Q2,HR,3,3,2,4,4,4,5,5,5,4,4,4,4,4,5,3.2,4.6,4.2,4.0
2024 Q2,HR,5,5,4,5,5,5,5,5,5,5,4,4,4,3,4,4.8,5.0,3.8,4.533333333333333
2024 Q2,HR,5,4,4,4,5,4,3,4,4,4,4,3,5,4,4,4.4,3.8,4.0,4.066666666666666
2024 Q2,HR,3,4,5,3,5,4,5,5,4,5,3,3,4,4,3,4.0,4.6,3.4,4.0
2024 Q2,HR,3,4,5,4,3,4,4,4,5,3,4,4,5,4,4,3.8,4.0,4.2,4.0
2024 Q2,HR,4,4,3,3,5,4,4,4,5,4,4,3,3,4,4,3.8,4.2,3.6,3.8666666666666667
2024 Q2,HR,5,4,3,4,4,4,4,4,4,4,5,3,4,3,4,4.0,4.0,3.8,3.933333333333333
2024 Q2,HR,3,4,4,4,3,4,5,5,5,4,4,4,4,3,5,3.6,4.6,4.0,4.066666666666666
2024 Q2,HR,4,4,4,3,3,5,4,4,4,3,3,4,3,3,5,3.6,4.0,3.6,3.7333333333333334
2024 Q2,HR,4,4,4,3,5,4,4,5,3,4,4,4,2,2,3,4.0,4.0,3.0,3.6666666666666665
2024 Q2,HR,3,5,4,4,3,4,4,5,3,5,5,3,3,3,4,3.8,4.2,3.6,3.8666666666666667
2024 Q2,HR,4,3,3,4,4,5,4,5,4,4,3,5,4,4,3,3.6,4.4,3.8,3.933333333333333
2024 Q2,Sales,4,3,3,4,4,3,3,3,4,4,3,2,3,2,3,3.6,3.4,2.6,3.2
2024 Q2,Sales,5,4,3,4,3,3,2,3,3,3,3,3,4,3,2,3.8,2.8,3.0,3.2
2024 Q2,Sales,2,3,4,5,3,3,4,4,3,4,4,3,3,3,4,3.4,3.6,3.4,3.466666666666667
2024 Q2,Sales,3,3,4,4,3,4,3,4,4,4,3,3,3,3,4,3.4,3.8,3.2,3.466666666666667
2024 Q2,Sales,3,3,4,2,2,3,2,3,2,3,2,4,2,4,3,2.8,2.6,3.0,2.8
2024 Q2,Sales,4,3,3,4,4,4,3,3,4,4,3,2,3,3,3,3.6,3.6,2.8,3.3333333333333335
2024 Q2,Sales,4,3,3,3,3,5,4,5,3,4,3,4,3,4,4,3.2,4.2,3.6,3.6666666666666665
2024 Q2,Sales,2,3,4,3,2,4,3,5,4,4,4,4,4,4,4,2.8,4.0,4.0,3.6
2024 Q2,Sales,3,2,3,3,3,2,4,4,4,3,4,4,4,4,3,2.8,3.4,3.8,3.3333333333333335
2024 Q2,Sales,2,3,2,3,3,4,4,4,5,3,4,4,3,3,3,2.6,4.0,3.4,3.3333333333333335
2024 Q2,Sales,3,4,4,5,4,3,4,3,4,3,3,3,4,5,3,4.0,3.4,3.6,3.6666666666666665
2024 Q2,Sales,3,4,1,2,5,3,4,4,4,5,3,4,3,3,2,3.0,4.0,3.0,3.3333333333333335
2024 Q2,Sales,2,2,3,2,1,3,3,4,3,4,3,3,3,3,3,2.0,3.4,3.0,2.8
2024 Q2,Sales,3,4,3,3,3,3,4,3,3,2,3,3,5,4,4,3.2,3.0,3.8,3.3333333333333335
2024 Q2,Sales,5,3,2,3,4,4,4,4,4,3,4,3,2,2,2,3.4,3.8,2.6,3.2666666666666666
2024 Q2,Sales,2,2,3,3,4,4,3,4,4,4,4,3,4,3,2,2.8,3.8,3.2,3.2666666666666666
2024 Q2,Sales,4,4,4,3,3,4,3,4,3,3,4,4,4,4,2,3.6,3.4,3.6,3.533333333333333
2024 Q2,Sales,3,3,3,4,3,3,3,3,3,4,2,2,2,3,3,3.2,3.2,2.4,2.933333333333333
2024 Q2,Sales,3,3,3,3,3,4,3,3,3,4,4,2,4,3,3,3.0,3.4,3.2,3.2
2024 Q2,Sales,3,3,4,5,4,5,4,3,5,3,4,2,4,4,4,3.8,4.0,3.6,3.8
2024 Q2,Sales,3,3,4,4,3,3,4,4,3,3,4,4,2,1,4,3.4,3.4,3.0,3.2666666666666666
2024 Q2,Sales,4,3,3,4,3,3,4,3,4,3,4,2,2,3,3,3.4,3.4,2.8,3.2
2024 Q2,Sales,3,3,3,2,4,4,3,3,3,4,3,3,3,3,4,3.0,3.4,3.2,3.2
2024 Q2,Sales,2,1,2,2,2,2,3,4,3,3,2,2,3,3,3,1.8,3.0,2.6,2.466666666666667
2024 Q2,Sales,3,4,3,3,5,3,4,2,2,3,2,3,4,3,3,3.6,2.8,3.0,3.1333333333333333
2024 Q2,Sales,3,3,5,3,3,3,3,3,3,4,4,3,3,4,3,3.4,3.2,3.4,3.3333333333333335
2024 Q2,Sales,3,3,3,4,3,4,3,3,3,3,4,4,3,3,2,3.2,3.2,3.2,3.2
2024 Q2,Sales,3,3,5,4,4,3,3,3,3,3,4,3,2,3,3,3.8,3.0,3.0,3.2666666666666666
2024 Q2,Sales,3,4,4,3,3,5,4,5,5,4,4,3,3,2,3,3.4,4.6,3.0,3.6666666666666665
2024 Q2,Sales,3,2,3,2,3,3,4,4,3,3,4,3,3,2,4,2.6,3.4,3.2,3.066666666666667
2024 Q2,Sales,4,3,4,3,4,4,3,3,4,3,3,3,3,2,3,3.6,3.4,2.8,3.2666666666666666
2024 Q2,Sales,2,2,2,3,3,4,3,2,4,2,4,4,3,4,2,2.4,3.0,3.4,2.933333333333333
2024 Q2,Marketing,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3.6,4.0,3.4,3.6666666666666665
2024 Q2,Marketing,4,3,3,5,4,3,3,3,4,3,4,3,4,2,4,3.8,3.2,3.4,3.466666666666667
2024 Q2,Marketing,4,3,4,4,4,5,3,4,3,3,3,3,3,2,2,3.8,3.6,2.6,3.3333333333333335
2024 Q2,Marketing,5,4,4,5,4,5,4,4,4,4,4,4,3,4,3,4.4,4.2,3.6,4.066666666666666
2024 Q2,Marketing,3,4,2,4,3,4,4,5,4,5,4,4,4,3,3,3.2,4.4,3.6,3.7333333333333334
2024 Q2,Marketing,4,3,4,4,3,3,5,4,4,3,4,3,4,5,3,3.6,3.8,3.8,3.7333333333333334
2024 Q2,Marketing,3,4,4,3,3,4,3,4,4,4,4,4,5,4,4,3.4,3.8,4.2,3.8
2024 Q2,Marketing,3,4,4,3,3,4,5,4,5,4,3,4,4,3,3,3.4,4.4,3.4,3.7333333333333334
2024 Q2,Marketing,4,4,3,4,4,3,4,2,3,4,3,3,4,3,3,3.8,3.2,3.2,3.4
2024 Q2,Marketing,5,4,4,5,4,3,2,4,3,3,2,3,4,5,4,4.4,3.0,3.6,3.6666666666666665
2024 Q2,Marketing,3,3,5,4,5,3,4,4,4,4,4,5,5,5,5,4.0,3.8,4.8,4.2
2024 Q2,Marketing,3,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3.8,4.0,2.8,3.533333333333333
2024 Q2,Marketing,3,3,4,4,3,4,3,3,5,4,4,3,5,4,4,3.4,3.8,4.0,3.7333333333333334
2024 Q2,Marketing,4,4,4,4,4,3,5,3,3,3,3,4,4,3,4,4.0,3.4,3.6,3.6666666666666665
2024 Q2,Marketing,5,4,5,5,4,4,4,5,5,4,4,2,2,3,4,4.6,4.4,3.0,4.0
2024 Q2,Marketing,4,4,3,4,3,4,3,4,4,3,3,3,4,4,4,3.6,3.6,3.6,3.6
2024 Q2,Marketing,4,5,4,5,5,4,4,5,5,4,4,5,3,4,3,4.6,4.4,3.8,4.266666666666667
2024 Q2,Marketing,4,4,3,3,4,5,5,4,4,5,3,3,4,4,4,3.6,4.6,3.6,3.933333333333333
2024 Q2,Marketing,5,5,3,4,5,3,3,3,4,5,4,4,4,4,4,4.4,3.6,4.0,4.0
2024 Q2,Marketing,5,4,5,5,5,4,4,4,3,4,3,4,4,3,3,4.8,3.8,3.4,4.0
2024 Q2,Marketing,4,3,4,4,3,4,4,4,4,5,4,5,3,5,4,3.6,4.2,4.2,4.0
2024 Q2,Marketing,5,5,4,4,4,4,4,4,5,5,3,4,4,4,3,4.4,4.4,3.6,4.133333333333334
2024 Q2,Marketing,3,3,5,3,3,4,4,4,4,3,4,5,3,4,4,3.4,3.8,4.0,3.7333333333333334
2024 Q2,Marketing,3,4,4,4,5,4,5,5,3,5,4,3,5,3,4,4.0,4.4,3.8,4.066666666666666
2024 Q2,Marketing,4,3,3,4,4,4,5,4,5,4,3,3,4,4,3,3.6,4.4,3.4,3.8
2024 Q2,Marketing,4,3,4,3,2,5,4,4,3,5,3,4,2,4,4,3.2,4.2,3.4,3.6
2024 Q2,Marketing,4,4,3,4,3,5,5,4,5,4,4,3,4,3,3,3.6,4.6,3.4,3.8666666666666667
2024 Q2,Marketing,5,3,4,4,4,5,5,5,4,4,3,2,3,3,4,4.0,4.6,3.0,3.8666666666666667
2024 Q2,Marketing,4,4,4,3,4,3,3,3,3,3,3,3,3,3,2,3.8,3.0,2.8,3.2
2024 Q2,Marketing,3,3,4,4,4,4,4,3,4,4,3,3,3,3,3,3.6,3.8,3.0,3.466666666666667
2024 Q2,Marketing,4,4,4,3,3,4,2,3,3,4,3,4,4,4,3,3.6,3.2,3.6,3.466666666666667
2024 Q2,Marketing,4,3,4,3,3,4,4,4,3,5,5,4,4,5,5,3.4,4.0,4.6,4.0
2024 Q2,Marketing,3,3,4,3,2,5,4,4,4,4,4,4,5,3,4,3.0,4.2,4.0,3.7333333333333334
2024 Q2,Marketing,3,4,4,3,4,5,4,4,4,4,4,3,4,4,4,3.6,4.2,3.8,3.8666666666666667
2024 Q2,Technical/IT,3,4,4,4,4,4,4,5,5,4,4,4,4,5,4,3.8,4.4,4.2,4.133333333333334
2024 Q2,Technical/IT,3,4,5,4,1,5,3,5,3,5,2,4,4,4,4,3.4,4.2,3.6,3.7333333333333334
2024 Q2,Technical/IT,3,4,5,4,3,3,3,4,4,3,4,4,4,3,4,3.8,3.4,3.8,3.6666666666666665
2024 Q2,Technical/IT,4,4,4,4,4,4,5,4,4,5,4,4,3,3,3,4.0,4.4,3.4,3.933333333333333
2024 Q2,Technical/IT,4,3,4,3,4,3,3,3,5,5,3,5,4,4,5,3.6,3.8,4.2,3.8666666666666667
2024 Q2,Technical/IT,5,4,4,4,3,5,4,4,3,4,4,4,4,5,2,4.0,4.0,3.8,3.933333333333333
2024 Q2,Technical/IT,5,3,4,4,4,5,5,5,4,5,4,3,3,4,3,4.0,4.8,3.4,4.066666666666666
2024 Q2,Technical/IT,3,4,3,3,2,5,3,5,5,5,4,4,4,3,3,3.0,4.6,3.6,3.7333333333333334
2024 Q2,Technical/IT,4,4,4,4,4,4,3,4,4,2,5,4,5,4,5,4.0,3.4,4.6,4.0
2024 Q2,Technical/IT,5,4,4,4,4,5,5,4,4,4,4,4,3,3,4,4.2,4.4,3.6,4.066666666666666
2024 Q2,Technical/IT,5,4,3,3,5,4,4,5,4,5,5,4,5,4,4,4.0,4.4,4.4,4.266666666666667
2024 Q2,Technical/IT,5,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4.2,4.0,4.0,4.066666666666666
2024 Q2,Technical/IT,3,4,4,3,4,5,4,4,4,5,3,4,3,4,3,3.6,4.4,3.4,3.8
2024 Q2,Technical/IT,3,3,4,4,4,5,5,5,5,5,5,4,3,4,4,3.6,5.0,4.0,4.2
2024 Q2,Technical/IT,4,5,5,5,5,4,3,3,4,4,5,4,5,4,4,4.8,3.6,4.4,4.266666666666667
2024 Q2,Technical/IT,4,3,3,4,4,4,4,4,5,5,5,4,4,4,5,3.6,4.4,4.4,4.133333333333334
2024 Q2,Technical/IT,5,5,4,5,5,4,4,4,4,4,4,4,4,5,5,4.8,4.0,4.4,4.4
2024 Q2,Technical/IT,5,5,4,5,5,4,4,4,4,5,4,4,4,5,5,4.8,4.2,4.4,4.466666666666667
2024 Q2,Technical/IT,4,4,4,4,4,3,3,4,4,4,2,4,1,4,2,4.0,3.6,2.6,3.4
2024 Q2,Technical/IT,4,5,5,3,5,4,3,3,3,4,4,3,2,4,3,4.4,3.4,3.2,3.6666666666666665
2024 Q2,Technical/IT,5,4,4,5,5,4,4,4,5,4,3,3,3,3,5,4.6,4.2,3.4,4.066666666666666
2024 Q2,Technical/IT,4,2,4,4,3,4,3,5,4,4,3,4,4,4,3,3.4,4.0,3.6,3.6666666666666665
2024 Q2,Technical/IT,4,4,4,2,4,3,4,4,3,4,4,3,3,5,3,3.6,3.6,3.6,3.6
2024 Q2,Technical/IT,4,4,3,4,5,4,4,3,4,2,5,5,4,4,3,4.0,3.4,4.2,3.8666666666666667
2024 Q2,Customer Support,3,3,4,4,3,2,3,3,3,3,3,3,3,3,5,3.4,2.8,3.4,3.2
2024 Q2,Customer Support,4,3,3,3,4,3,3,4,4,3,4,3,3,3,3,3.4,3.4,3.2,3.3333333333333335
2024 Q2,Customer Support,4,4,2,5,3,3,4,3,4,3,2,3,3,4,2,3.6,3.4,2.8,3.2666666666666666
2024 Q2,Customer Support,3,3,3,4,4,3,4,4,4,3,4,3,3,3,4,3.4,3.6,3.4,3.466666666666667
2024 Q2,Customer Support,3,3,4,4,3,4,3,3,3,3,4,4,4,4,3,3.4,3.2,3.8,3.466666666666667
2024 Q2,Customer Support,4,4,3,3,4,3,4,4,3,2,4,4,3,4,3,3.6,3.2,3.6,3.466666666666667
2024 Q2,Customer Support,3,3,3,2,4,3,2,3,4,4,2,2,3,3,2,3.0,3.2,2.4,2.8666666666666667
2024 Q2,Customer Support,3,4,4,4,2,5,4,2,3,3,4,3,4,2,3,3.4,3.4,3.2,3.3333333333333335
2024 Q2,Customer Support,4,2,3,4,2,4,5,3,3,4,3,2,3,3,3,3.0,3.8,2.8,3.2
2024 Q2,Customer Support,3,4,2,3,3,2,4,3,4,3,4,3,3,3,3,3.0,3.2,3.2,3.1333333333333333
2024 Q2,Customer Support,3,4,3,4,3,4,3,3,3,4,3,3,3,3,4,3.4,3.4,3.2,3.3333333333333335
2024 Q2,Customer Support,3,3,2,3,3,4,4,5,5,5,3,4,3,3,3,2.8,4.6,3.2,3.533333333333333
2024 Q2,Customer Support,3,4,4,3,4,2,3,3,3,3,2,3,4,3,3,3.6,2.8,3.0,3.1333333333333333
2024 Q2,Customer Support,2,4,5,3,3,5,4,2,4,5,3,3,3,4,3,3.4,4.0,3.2,3.533333333333333
2024 Q2,Customer Support,3,3,4,3,3,2,2,3,4,3,3,4,3,4,5,3.2,2.8,3.8,3.2666666666666666
2024 Q2,Customer Support,2,3,2,3,3,4,4,5,3,3,3,2,3,3,2,2.6,3.8,2.6,3.0
2024 Q2,Customer Support,5,3,3,4,3,4,4,3,3,3,2,4,3,3,3,3.6,3.4,3.0,3.3333333333333335
2024 Q2,Customer Support,3,3,4,4,3,4,4,3,5,3,4,4,4,4,3,3.4,3.8,3.8,3.6666666666666665
2024 Q2,Customer Support,5,3,4,3,3,3,3,5,4,5,3,3,3,2,3,3.6,4.0,2.8,3.466666666666667
2024 Q2,Customer Support,3,3,3,4,3,5,4,3,3,4,2,3,3,4,3,3.2,3.8,3.0,3.3333333333333335
2024 Q2,Customer Support,3,3,4,4,3,3,3,4,3,3,2,4,3,2,3,3.4,3.2,2.8,3.1333333333333333
2024 Q2,Customer Support,2,3,3,4,3,4,2,4,3,4,3,4,3,3,4,3.0,3.4,3.4,3.2666666666666666
2024 Q2,Customer Support,4,3,3,4,4,5,4,4,4,4,4,4,3,3,4,3.6,4.2,3.6,3.8
2024 Q2,Customer Support,4,3,4,3,3,4,3,4,4,4,3,3,2,3,3,3.4,3.8,2.8,3.3333333333333335
2024 Q2,Customer Support,5,5,4,4,4,2,3,2,2,3,3,3,4,3,3,4.4,2.4,3.2,3.3333333333333335
2024 Q2,Customer Support,3,3,3,4,3,3,3,2,3,4,5,4,4,5,4,3.2,3.0,4.4,3.533333333333333
2024 Q2,Customer Support,4,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3.2,2.6,2.8,2.8666666666666667
2024 Q2,Customer Support,4,4,4,4,4,2,4,4,5,5,3,2,2,2,2,4.0,4.0,2.2,3.4
2024 Q2,Customer Support,3,3,3,2,3,4,2,3,3,3,3,3,3,3,3,2.8,3.0,3.0,2.933333333333333
2024 Q2,Customer Support,3,3,2,3,3,4,5,3,4,3,4,4,2,3,3,2.8,3.8,3.2,3.2666666666666666
2024 Q2,Customer Support,2,2,4,2,3,4,3,3,4,4,3,3,4,3,4,2.6,3.6,3.4,3.2
2024 Q2,Customer Support,3,3,3,2,4,4,4,4,4,3,3,3,3,2,2,3.0,3.8,2.6,3.1333333333333333
2024 Q2,Customer Support,3,4,4,3,3,3,4,3,5,4,3,3,3,3,2,3.4,3.8,2.8,3.3333333333333335
2024 Q2,Customer Support,3,3,3,3,3,3,4,4,4,3,2,3,3,2,3,3.0,3.6,2.6,3.066666666666667
2024 Q2,Customer Support,2,3,3,2,2,4,3,3,4,2,5,2,4,3,4,2.4,3.2,3.6,3.066666666666667
2024 Q2,Customer Support,4,3,3,3,3,2,4,3,3,3,4,4,2,2,3,3.2,3.0,3.0,3.066666666666667
2024 Q2,Operations,3,2,4,4,3,3,4,4,3,4,3,4,3,4,2,3.2,3.6,3.2,3.3333333333333335
2024 Q2,Operations,4,4,4,4,5,5,4,4,4,4,3,3,2,3,4,4.2,4.2,3.0,3.8
2024 Q2,Operations,4,3,4,3,5,5,3,4,4,3,3,3,4,4,3,3.8,3.8,3.4,3.6666666666666665
2024 Q2,Operations,2,4,3,4,4,4,4,4,4,4,3,4,3,4,3,3.4,4.0,3.4,3.6
2024 Q2,Operations,4,4,4,3,3,4,4,5,4,5,3,4,3,3,2,3.6,4.4,3.0,3.6666666666666665
2024 Q2,Operations,3,4,3,5,5,3,5,4,3,3,2,3,4,3,3,4.0,3.6,3.0,3.533333333333333
2024 Q2,Operations,3,4,3,4,2,4,5,4,5,5,4,3,4,3,4,3.2,4.6,3.6,3.8
2024 Q2,Operations,3,3,4,3,3,4,3,4,3,5,4,5,3,2,4,3.2,3.8,3.6,3.533333333333333
2024 Q2,Operations,3,3,4,2,3,4,3,5,4,5,4,3,3,4,3,3.0,4.2,3.4,3.533333333333333
2024 Q2,Operations,1,3,3,4,3,3,3,3,4,5,4,3,5,4,3,2.8,3.6,3.8,3.4
2024 Q2,Operations,3,4,3,4,4,4,4,3,5,4,3,3,2,3,4,3.6,4.0,3.0,3.533333333333333
2024 Q2,Operations,3,4,3,3,3,3,4,3,5,4,3,2,3,2,3,3.2,3.8,2.6,3.2
2024 Q2,Operations,4,4,4,4,3,4,5,4,3,4,3,4,4,4,4,3.8,4.0,3.8,3.8666666666666667
2024 Q2,Operations,4,2,3,4,3,3,3,3,4,3,4,4,5,3,3,3.2,3.2,3.8,3.4
2024 Q2,Operations,3,3,3,2,3,4,5,5,4,5,5,5,4,4,4,2.8,4.6,4.4,3.933333333333333
2024 Q2,Operations,3,4,3,3,2,4,5,5,5,5,4,4,3,4,2,3.0,4.8,3.4,3.7333333333333334
2024 Q2,Operations,4,2,4,4,5,4,3,3,2,3,3,4,3,3,3,3.8,3.0,3.2,3.3333333333333335
2024 Q2,Operations,4,4,4,4,3,3,4,3,3,3,3,4,2,2,3,3.8,3.2,2.8,3.2666666666666666
2024 Q2,Operations,3,3,3,3,4,4,4,3,4,4,4,4,4,5,5,3.2,3.8,4.4,3.8
2024 Q2,Operations,3,4,4,5,4,3,3,4,3,4,3,4,2,4,3,4.0,3.4,3.2,3.533333333333333
2024 Q2,Operations,4,4,4,4,4,5,5,5,3,5,4,3,4,3,4,4.0,4.6,3.6,4.066666666666666
2024 Q2,Operations,4,4,4,2,3,4,4,4,4,5,3,2,2,3,3,3.4,4.2,2.6,3.4
2024 Q2,Operations,4,4,4,4,3,4,4,3,3,4,3,4,2,3,3,3.8,3.6,3.0,3.466666666666667
2024 Q2,Operations,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,3.8,3.8,3.8,3.8
2024 Q2,Operations,3,2,4,3,2,4,4,4,3,3,3,3,3,3,3,2.8,3.6,3.0,3.1333333333333333
2024 Q2,Operations,4,4,5,5,4,3,5,4,4,5,4,4,3,4,4,4.4,4.2,3.8,4.133333333333334
2024 Q2,Operations,5,4,4,4,4,3,3,3,4,3,4,4,3,5,4,4.2,3.2,4.0,3.8
2024 Q2,Operations,3,3,4,4,4,4,4,4,4,3,4,4,3,4,3,3.6,3.8,3.6,3.6666666666666665
2024 Q2,Management,4,3,4,3,3,4,5,4,5,5,5,4,4,4,5,3.4,4.6,4.4,4.133333333333334
2024 Q2,Management,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4.0,3.6,3.8,3.8
2024 Q2,Management,3,4,4,5,4,4,4,5,5,5,5,4,5,3,4,4.0,4.6,4.2,4.266666666666667
2024 Q2,Management,3,4,2,3,4,3,4,3,4,4,5,3,5,3,4,3.2,3.6,4.0,3.6
2024 Q2,Management,5,4,5,5,4,5,5,5,5,4,4,4,5,4,4,4.6,4.8,4.2,4.533333333333333
2024 Q2,Management,4,4,5,4,4,4,5,4,5,5,4,4,3,4,4,4.2,4.6,3.8,4.2
2024 Q2,Management,4,4,4,4,4,4,4,4,3,4,3,5,4,4,4,4.0,3.8,4.0,3.933333333333333
2024 Q2,Management,3,4,3,4,3,5,4,5,5,4,3,4,4,5,4,3.4,4.6,4.0,4.0
2024 Q2,Management,5,5,5,4,4,3,4,4,4,4,4,3,4,4,4,4.6,3.8,3.8,4.066666666666666
2024 Q2,Management,3,4,4,3,4,3,5,4,4,4,4,4,4,5,5,3.6,4.0,4.4,4.0
2024 Q2,Management,5,5,3,4,4,3,3,3,4,4,4,3,4,4,4,4.2,3.4,3.8,3.8
2024 Q2,Management,3,4,3,4,4,4,4,5,5,4,4,5,3,3,5,3.6,4.4,4.0,4.0
2024 Q2,Management,3,4,2,4,4,4,4,3,3,4,4,3,4,4,4,3.4,3.6,3.8,3.6
2024 Q2,Management,4,3,4,4,4,4,5,5,5,4,4,3,3,4,3,3.8,4.6,3.4,3.933333333333333
2024 Q2,Management,4,3,4,5,4,5,5,3,4,5,3,4,4,3,3,4.0,4.4,3.4,3.933333333333333
2024 Q2,Management,4,4,5,4,4,4,5,4,5,5,4,4,5,4,3,4.2,4.6,4.0,4.266666666666667
2024 Q2,Management,3,4,5,4,4,3,3,3,4,3,3,4,3,3,3,4.0,3.2,3.2,3.466666666666667
2024 Q2,Management,4,5,4,4,5,3,3,4,3,2,3,3,4,3,4,4.4,3.0,3.4,3.6
2024 Q2,Management,5,4,5,4,4,2,4,4,4,3,4,5,5,5,4,4.4,3.4,4.6,4.133333333333334
2024 Q2,Management,3,5,4,4,5,4,4,4,4,4,3,5,4,4,4,4.2,4.0,4.0,4.066666666666666
2024 Q2,Management,4,5,4,5,5,4,5,4,5,5,3,4,3,3,3,4.6,4.6,3.2,4.133333333333334
2024 Q2,Management,5,4,3,5,4,4,4,4,4,5,5,5,4,3,5,4.2,4.2,4.4,4.266666666666667
2024 Q2,Management,4,3,3,5,3,5,4,5,4,5,3,4,4,3,4,3.6,4.6,3.6,3.933333333333333
2024 Q2,Management,4,4,4,3,5,4,4,5,4,3,5,4,4,5,4,4.0,4.0,4.4,4.133333333333334
2024 Q2,Management,4,4,3,4,4,4,3,4,3,3,4,4,5,4,4,3.8,3.4,4.2,3.8
2024 Q3,HR,4,3,3,4,5,4,3,2,2,2,4,4,4,3,4,3.8,2.6,3.8,3.4
2024 Q3,HR,4,3,5,4,3,5,4,4,5,5,5,5,4,4,3,3.8,4.6,4.2,4.2
2024 Q3,HR,4,4,3,4,4,3,4,3,4,4,3,4,4,3,4,3.8,3.6,3.6,3.6666666666666665
2024 Q3,HR,5,4,5,4,5,4,3,4,4,4,4,4,4,4,5,4.6,3.8,4.2,4.2
2024 Q3,HR,4,4,4,5,5,3,3,4,4,3,5,4,5,4,3,4.4,3.4,4.2,4.0
2024 Q3,HR,4,3,3,5,3,4,5,5,4,5,3,2,3,4,4,3.6,4.6,3.2,3.8
2024 Q3,HR,3,3,4,2,3,4,5,4,4,3,3,4,4,5,4,3.0,4.0,4.0,3.6666666666666665
2024 Q3,HR,3,4,4,5,4,5,4,3,5,3,4,4,4,4,4,4.0,4.0,4.0,4.0
2024 Q3,HR,5,3,4,3,3,3,4,4,5,3,3,5,3,4,4,3.6,3.8,3.8,3.7333333333333334
2024 Q3,HR,3,3,4,3,4,4,4,4,4,5,2,4,3,4,4,3.4,4.2,3.4,3.6666666666666665
2024 Q3,HR,5,4,5,3,4,4,5,4,5,5,4,5,3,3,5,4.2,4.6,4.0,4.266666666666667
2024 Q3,HR,4,4,3,4,4,5,5,5,4,5,5,5,3,4,4,3.8,4.8,4.2,4.266666666666667
2024 Q3,HR,4,4,5,3,3,4,3,4,4,3,4,5,4,4,4,3.8,3.6,4.2,3.8666666666666667
2024 Q3,HR,4,4,4,3,4,4,4,5,3,3,3,3,4,4,3,3.8,3.8,3.4,3.6666666666666665
2024 Q3,HR,3,5,3,3,4,5,4,5,5,4,4,4,3,3,2,3.6,4.6,3.2,3.8
2024 Q3,HR,4,4,3,3,4,4,4,5,4,5,3,3,3,4,3,3.6,4.4,3.2,3.7333333333333334
2024 Q3,HR,4,3,2,4,3,4,4,5,5,5,4,4,4,4,3,3.2,4.6,3.8,3.8666666666666667
2024 Q3,HR,4,4,5,3,5,4,4,3,4,4,4,3,3,5,3,4.2,3.8,3.6,3.8666666666666667
2024 Q3,HR,4,4,5,4,5,4,4,5,5,4,4,5,5,4,5,4.4,4.4,4.6,4.466666666666667
2024 Q3,HR,3,4,4,4,4,4,4,4,5,3,3,5,3,4,4,3.8,4.0,3.8,3.8666666666666667
2024 Q3,HR,5,5,4,4,3,4,4,3,4,3,3,3,5,4,5,4.2,3.6,4.0,3.933333333333333
2024 Q3,HR,4,5,4,5,4,4,4,4,4,4,4,4,4,5,3,4.4,4.0,4.0,4.133333333333334
2024 Q3,HR,3,4,5,4,4,3,4,5,3,4,5,4,5,4,5,4.0,3.8,4.6,4.133333333333334
2024 Q3,HR,4,3,5,5,5,3,5,4,4,4,3,4,5,5,4,4.4,4.0,4.2,4.2
2024 Q3,HR,4,5,3,3,4,5,4,4,5,4,4,4,4,4,4,3.8,4.4,4.0,4.066666666666666
2024 Q3,HR,5,5,4,4,4,4,4,5,5,4,4,3,2,4,4,4.4,4.4,3.4,4.066666666666666
2024 Q3,HR,3,3,4,3,3,4,5,4,4,5,4,4,3,5,3,3.2,4.4,3.8,3.8
2024 Q3,HR,5,5,4,4,4,3,4,4,3,4,5,4,5,4,5,4.4,3.6,4.6,4.2
2024 Q3,HR,3,3,3,4,4,4,4,5,4,4,3,4,4,3,5,3.4,4.2,3.8,3.8
2024 Q3,HR,4,5,4,4,3,3,3,3,3,4,3,4,4,4,5,4.0,3.2,4.0,3.7333333333333334
2024 Q3,Sales,2,4,4,3,3,4,5,4,5,5,3,4,3,4,3,3.2,4.6,3.4,3.7333333333333334
2024 Q3,Sales,3,3,2,3,2,4,3,4,3,5,3,4,3,2,3,2.6,3.8,3.0,3.1333333333333333
2024 Q3,Sales,2,3,3,2,3,4,4,3,4,2,3,3,3,3,3,2.6,3.4,3.0,3.0
2024 Q3,Sales,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3.2,3.2,3.2,3.2
