project_id,project_year,consultant_id,client_id,service_area,project_type,department_owner,associate_assigned,billable_travel,billable_shipping,candidate_count,estimated_bill,invoice_total,project_cost,bid_discrepancy,net_profit
SYN-0171,Year_2,Consultant_H,Client_001,Area_A,written_assessment,Consulting,FALSE,FALSE,FALSE,27,6720.34,7958.61,1835.67,1238.27,6122.94
SYN-0172,Year_2,Consultant_G,Client_014,Area_D,assessment_center,Operations,FALSE,FALSE,TRUE,19,12557.06,11450.49,2786.09,-1106.57,8664.4
SYN-0173,Year_2,Consultant_G,Client_017,Area_B,written_assessment,Operations,FALSE,TRUE,FALSE,27,6775.0,5293.48,3755.0,-1481.53,1538.47
SYN-0174,Year_2,Consultant_B,Client_015,Area_A,assessment_center,Consulting,TRUE,FALSE,FALSE,7,13818.29,16971.54,4226.45,3153.24,12745.09
SYN-0175,Year_2,Consultant_H,Client_019,Area_B,assessment_center,Consulting,TRUE,FALSE,FALSE,21,12707.03,13332.43,3185.99,625.4,10146.44
SYN-0176,Year_2,Consultant_D,Client_043,Area_A,assessment_center,Consulting,FALSE,TRUE,TRUE,48,15348.71,16427.1,6115.99,1078.39,10311.11
SYN-0177,Year_2,Consultant_D,Client_011,Area_D,advisory_support,Consulting,FALSE,FALSE,FALSE,17,6905.21,6893.14,3250.09,-12.07,3643.06
SYN-0178,Year_2,Consultant_H,Client_011,Area_C,general_support,Consulting,TRUE,FALSE,FALSE,9,4042.11,5276.69,1272.36,1234.59,4004.34
SYN-0179,Year_2,Consultant_E,Client_044,Area_C,assessment_center,Consulting,FALSE,FALSE,FALSE,26,12898.21,13955.81,5347.3,1057.6,8608.51
SYN-0180,Year_2,Consultant_G,Client_008,Area_A,written_assessment,Operations,TRUE,FALSE,FALSE,8,5449.52,5271.58,1986.44,-177.94,3285.14
SYN-0181,Year_2,Consultant_E,Client_014,Area_D,general_support,Operations,FALSE,FALSE,FALSE,31,6823.58,6067.99,2516.27,-755.59,3551.71
SYN-0182,Year_2,Consultant_E,Client_011,Area_D,assessment_center,Operations,FALSE,TRUE,TRUE,10,12687.54,13834.01,5565.02,1146.47,8268.99
SYN-0183,Year_2,Consultant_D,Client_035,Area_B,written_assessment,Unlisted,TRUE,FALSE,TRUE,23,4539.46,3771.61,1279.78,-767.85,2491.83
SYN-0184,Year_2,Consultant_A,Client_036,Area_A,assessment_center,Consulting,TRUE,FALSE,TRUE,5,11032.66,11850.13,3764.02,817.46,8086.11
SYN-0185,Year_2,Consultant_G,Client_040,Area_A,general_support,Unlisted,TRUE,FALSE,FALSE,18,4524.42,5595.07,1097.73,1070.65,4497.34
SYN-0186,Year_2,Consultant_A,Client_041,Area_C,written_assessment,Unlisted,TRUE,FALSE,TRUE,28,7247.46,7876.94,3569.23,629.48,4307.71
SYN-0187,Year_2,Consultant_F,Client_018,Area_A,written_assessment,Unlisted,FALSE,FALSE,FALSE,7,6359.72,8078.97,2907.1,1719.26,5171.88
SYN-0188,Year_2,Consultant_C,Client_008,Area_C,product_license,Operations,TRUE,FALSE,TRUE,34,5149.75,5074.56,2100.65,-75.18,2973.92
SYN-0189,Year_2,Consultant_F,Client_026,Area_D,structured_interview,Consulting,FALSE,FALSE,TRUE,21,8049.98,8974.23,2980.35,924.25,5993.88
SYN-0190,Year_2,Consultant_G,Client_026,Area_D,assessment_center,Consulting,FALSE,FALSE,FALSE,16,12433.34,12323.96,4306.23,-109.38,8017.72
SYN-0191,Year_2,Consultant_H,Client_046,Area_B,written_assessment,Operations,FALSE,FALSE,FALSE,6,5714.63,5578.52,1953.12,-136.12,3625.4
SYN-0192,Year_2,Consultant_F,Client_012,Area_D,product_license,Unlisted,TRUE,FALSE,FALSE,34,3182.91,3723.48,993.86,540.57,2729.62
SYN-0193,Year_2,Consultant_C,Client_005,Area_B,written_assessment,Operations,FALSE,TRUE,FALSE,37,7558.34,8300.23,4761.81,741.89,3538.41
SYN-0194,Year_2,Consultant_C,Client_007,Area_D,advisory_support,Consulting,FALSE,FALSE,FALSE,17,7156.16,10789.2,3212.41,3633.05,7576.79
SYN-0195,Year_2,Consultant_G,Client_037,Area_A,structured_interview,Consulting,TRUE,FALSE,TRUE,32,9208.0,10301.87,2732.46,1093.86,7569.4
SYN-0196,Year_2,Consultant_B,Client_042,Area_B,product_license,Consulting,TRUE,FALSE,FALSE,24,4919.53,6540.16,1351.08,1620.63,5189.08
SYN-0197,Year_2,Consultant_E,Client_046,Area_A,written_assessment,Operations,FALSE,FALSE,FALSE,9,5772.25,6905.09,1750.37,1132.84,5154.72
SYN-0198,Year_2,Consultant_H,Client_022,Area_C,structured_interview,Consulting,TRUE,TRUE,FALSE,30,9218.21,9022.85,3835.78,-195.36,5187.07
SYN-0199,Year_2,Consultant_F,Client_037,Area_D,assessment_center,Operations,TRUE,TRUE,FALSE,34,14114.35,16466.67,4800.25,2352.33,11666.43
SYN-0200,Year_2,Consultant_H,Client_023,Area_A,written_assessment,Operations,TRUE,FALSE,FALSE,14,6481.63,7429.26,1774.09,947.63,5655.17
SYN-0201,Year_2,Consultant_H,Client_003,Area_B,assessment_center,Unlisted,TRUE,TRUE,FALSE,4,12788.83,12990.69,5079.47,201.86,7911.23
SYN-0202,Year_2,Consultant_A,Client_042,Area_D,written_assessment,Operations,FALSE,FALSE,FALSE,16,5933.03,5646.61,1195.54,-286.42,4451.07
SYN-0203,Year_2,Consultant_A,Client_025,Area_C,written_assessment,Consulting,FALSE,FALSE,FALSE,32,8376.63,7866.06,3142.53,-510.56,4723.53
SYN-0204,Year_2,Consultant_B,Client_026,Area_A,assessment_center,Operations,FALSE,FALSE,FALSE,8,13210.88,14463.93,3854.19,1253.05,10609.74
SYN-0205,Year_2,Consultant_G,Client_027,Area_B,written_assessment,Consulting,FALSE,FALSE,FALSE,27,7633.32,7314.64,2313.48,-318.68,5001.16
SYN-0206,Year_2,Consultant_G,Client_014,Area_D,written_assessment,Operations,TRUE,FALSE,FALSE,31,5298.25,4231.35,1273.75,-1066.89,2957.6
SYN-0207,Year_2,Consultant_E,Client_033,Area_A,written_assessment,Consulting,TRUE,FALSE,TRUE,19,7119.4,9284.73,2353.86,2165.33,6930.87
SYN-0208,Year_2,Consultant_E,Client_010,Area_B,structured_interview,Consulting,FALSE,FALSE,FALSE,34,6673.98,6843.65,2697.79,169.67,4145.86
SYN-0209,Year_2,Consultant_A,Client_012,Area_D,written_assessment,Unlisted,FALSE,FALSE,FALSE,7,5908.16,7126.58,1540.48,1218.42,5586.1
SYN-0210,Year_2,Consultant_F,Client_034,Area_D,written_assessment,Consulting,FALSE,FALSE,TRUE,4,5944.03,6203.88,1927.19,259.85,4276.69
SYN-0211,Year_2,Consultant_B,Client_003,Area_C,advisory_support,Consulting,FALSE,FALSE,FALSE,26,8626.88,9915.51,2730.98,1288.63,7184.53
SYN-0212,Year_2,Consultant_F,Client_031,Area_C,advisory_support,Operations,TRUE,TRUE,TRUE,6,7580.38,9061.9,4599.9,1481.53,4462.0
SYN-0213,Year_2,Consultant_A,Client_012,Area_A,assessment_center,Operations,TRUE,FALSE,FALSE,14,12170.35,12850.34,5103.95,679.99,7746.39
SYN-0214,Year_2,Consultant_D,Client_028,Area_C,general_support,Operations,FALSE,FALSE,FALSE,27,5837.34,6007.59,1538.88,170.25,4468.71
SYN-0215,Year_2,Consultant_A,Client_037,Area_D,written_assessment,Consulting,FALSE,FALSE,FALSE,11,4562.26,5169.19,1056.32,606.93,4112.86
SYN-0216,Year_2,Consultant_D,Client_022,Area_B,advisory_support,Operations,FALSE,FALSE,TRUE,19,9704.04,9259.97,3304.92,-444.07,5955.05
SYN-0217,Year_2,Consultant_C,Client_033,Area_D,structured_interview,Unlisted,FALSE,TRUE,FALSE,12,6815.31,7980.44,4062.63,1165.12,3917.81
SYN-0218,Year_2,Consultant_A,Client_048,Area_C,structured_interview,Operations,FALSE,FALSE,TRUE,4,5862.15,5361.36,3128.0,-500.79,2233.36
SYN-0219,Year_2,Consultant_F,Client_032,Area_C,assessment_center,Unlisted,TRUE,FALSE,FALSE,13,11266.05,12149.24,4872.31,883.19,7276.93
SYN-0220,Year_2,Consultant_C,Client_037,Area_B,product_license,Operations,FALSE,FALSE,FALSE,35,3277.93,2459.14,843.11,-818.79,1616.02
SYN-0221,Year_2,Consultant_F,Client_024,Area_B,structured_interview,Operations,TRUE,FALSE,TRUE,20,8235.72,10322.92,3193.98,2087.2,7128.94
SYN-0222,Year_2,Consultant_H,Client_028,Area_B,assessment_center,Operations,FALSE,FALSE,FALSE,19,12271.47,13335.57,2755.82,1064.11,10579.75
SYN-0223,Year_2,Consultant_G,Client_009,Area_D,written_assessment,Operations,TRUE,TRUE,FALSE,32,7016.94,7425.46,3699.59,408.52,3725.87
SYN-0224,Year_2,Consultant_E,Client_044,Area_C,assessment_center,Consulting,FALSE,FALSE,FALSE,22,13630.14,16389.12,5022.06,2758.98,11367.06
SYN-0225,Year_2,Consultant_G,Client_047,Area_D,written_assessment,Operations,FALSE,FALSE,FALSE,16,4446.03,3579.54,1962.11,-866.49,1617.43
SYN-0226,Year_2,Consultant_B,Client_006,Area_A,advisory_support,Unlisted,FALSE,FALSE,FALSE,11,8101.67,8223.42,3287.4,121.75,4936.02
SYN-0227,Year_2,Consultant_F,Client_045,Area_D,product_license,Operations,FALSE,FALSE,FALSE,13,2852.46,3942.14,727.94,1089.68,3214.2
SYN-0228,Year_2,Consultant_D,Client_040,Area_D,advisory_support,Operations,FALSE,FALSE,FALSE,22,8298.17,8288.18,1985.06,-9.99,6303.12
SYN-0229,Year_2,Consultant_E,Client_037,Area_D,written_assessment,Operations,FALSE,FALSE,TRUE,51,9345.71,8725.54,3033.85,-620.17,5691.69
SYN-0230,Year_2,Consultant_F,Client_041,Area_B,advisory_support,Unlisted,FALSE,FALSE,FALSE,32,7553.27,8259.3,2620.89,706.02,5638.4
SYN-0231,Year_2,Consultant_F,Client_023,Area_C,advisory_support,Operations,TRUE,FALSE,FALSE,29,10072.19,12500.04,2562.13,2427.85,9937.91
SYN-0232,Year_2,Consultant_B,Client_006,Area_C,assessment_center,Operations,FALSE,FALSE,FALSE,19,12337.23,14458.04,5194.3,2120.81,9263.75
SYN-0233,Year_2,Consultant_A,Client_006,Area_A,general_support,Operations,FALSE,FALSE,FALSE,34,5166.6,5358.05,1916.6,191.45,3441.45
SYN-0234,Year_2,Consultant_C,Client_032,Area_D,product_license,Operations,TRUE,FALSE,FALSE,42,3198.2,3218.94,1478.41,20.75,1740.54
SYN-0235,Year_2,Consultant_B,Client_020,Area_B,product_license,Consulting,FALSE,FALSE,TRUE,4,3836.19,3829.19,1499.63,-7.0,2329.56
SYN-0236,Year_2,Consultant_E,Client_019,Area_A,written_assessment,Consulting,TRUE,TRUE,FALSE,37,7371.36,7504.37,3424.55,133.01,4079.82
SYN-0237,Year_2,Consultant_G,Client_042,Area_C,advisory_support,Operations,FALSE,FALSE,FALSE,4,7655.65,7138.21,3192.87,-517.44,3945.34
SYN-0238,Year_2,Consultant_C,Client_037,Area_B,assessment_center,Unlisted,TRUE,TRUE,TRUE,36,12646.1,14873.5,4342.07,2227.4,10531.43
SYN-0239,Year_2,Consultant_G,Client_007,Area_C,assessment_center,Operations,FALSE,FALSE,FALSE,14,10871.63,12756.8,4023.21,1885.16,8733.58
SYN-0240,Year_2,Consultant_D,Client_015,Area_A,written_assessment,Operations,TRUE,FALSE,FALSE,9,5734.38,6244.38,1808.43,510.0,4435.95
SYN-0241,Year_2,Consultant_H,Client_047,Area_C,product_license,Unlisted,FALSE,FALSE,FALSE,38,3852.33,3341.12,1356.78,-511.21,1984.34
SYN-0242,Year_2,Consultant_H,Client_031,Area_A,structured_interview,Operations,FALSE,FALSE,FALSE,9,7773.87,8505.37,2957.39,731.5,5547.98
SYN-0243,Year_2,Consultant_E,Client_019,Area_A,written_assessment,Operations,FALSE,TRUE,FALSE,44,7396.04,8088.66,4235.29,692.62,3853.37
SYN-0244,Year_2,Consultant_E,Client_024,Area_A,general_support,Operations,FALSE,FALSE,FALSE,44,6016.68,6898.95,1353.81,882.28,5545.14
SYN-0245,Year_2,Consultant_E,Client_026,Area_C,written_assessment,Consulting,FALSE,TRUE,FALSE,35,7024.72,7455.3,4302.47,430.58,3152.83
SYN-0246,Year_2,Consultant_C,Client_034,Area_D,written_assessment,Unlisted,FALSE,FALSE,FALSE,4,6304.46,6795.87,1889.14,491.42,4906.73
SYN-0247,Year_2,Consultant_D,Client_047,Area_D,assessment_center,Consulting,FALSE,FALSE,FALSE,32,14012.48,15956.57,4750.05,1944.1,11206.52
SYN-0248,Year_2,Consultant_C,Client_039,Area_C,written_assessment,Consulting,FALSE,FALSE,TRUE,24,6359.13,6831.05,2870.22,471.93,3960.83
SYN-0249,Year_2,Consultant_G,Client_021,Area_A,product_license,Unlisted,TRUE,FALSE,FALSE,4,2463.25,4549.32,562.36,2086.07,3986.96
SYN-0250,Year_2,Consultant_C,Client_031,Area_A,advisory_support,Consulting,FALSE,FALSE,FALSE,32,9914.46,10434.71,4382.61,520.26,6052.1
SYN-0251,Year_2,Consultant_G,Client_046,Area_A,assessment_center,Consulting,FALSE,FALSE,FALSE,22,13281.34,13616.42,3309.58,335.08,10306.84
SYN-0252,Year_2,Consultant_C,Client_047,Area_D,written_assessment,Operations,TRUE,FALSE,FALSE,17,7634.78,9642.16,2438.77,2007.38,7203.39
SYN-0253,Year_2,Consultant_G,Client_019,Area_A,written_assessment,Operations,TRUE,FALSE,FALSE,21,5322.07,6391.81,2161.42,1069.75,4230.39
SYN-0254,Year_2,Consultant_C,Client_043,Area_C,assessment_center,Operations,TRUE,FALSE,TRUE,35,13569.53,14730.42,6319.72,1160.89,8410.7
SYN-0255,Year_2,Consultant_B,Client_015,Area_A,written_assessment,Operations,FALSE,FALSE,FALSE,21,5364.69,4805.18,1910.67,-559.51,2894.51
SYN-0256,Year_2,Consultant_F,Client_034,Area_A,written_assessment,Unlisted,TRUE,FALSE,FALSE,35,6934.28,7775.26,3281.3,840.98,4493.96
SYN-0257,Year_2,Consultant_E,Client_045,Area_A,written_assessment,Consulting,FALSE,FALSE,FALSE,22,6458.38,6605.07,1943.87,146.69,4661.2
SYN-0258,Year_2,Consultant_F,Client_046,Area_B,assessment_center,Unlisted,TRUE,FALSE,FALSE,7,11962.78,12783.74,4208.62,820.96,8575.12
SYN-0259,Year_2,Consultant_E,Client_025,Area_A,general_support,Operations,FALSE,FALSE,FALSE,16,4618.39,3587.54,1748.96,-1030.85,1838.58
SYN-0260,Year_2,Consultant_H,Client_023,Area_D,assessment_center,Operations,TRUE,TRUE,FALSE,34,14446.64,15834.36,5631.94,1387.72,10202.41
SYN-0261,Year_2,Consultant_G,Client_018,Area_B,assessment_center,Unlisted,FALSE,FALSE,FALSE,25,13405.61,13100.12,6386.51,-305.49,6713.61
SYN-0262,Year_2,Consultant_D,Client_022,Area_D,assessment_center,Consulting,FALSE,FALSE,FALSE,40,11249.47,12375.4,3923.17,1125.93,8452.22
SYN-0263,Year_2,Consultant_H,Client_043,Area_B,advisory_support,Operations,TRUE,FALSE,FALSE,25,7029.06,8918.39,1987.68,1889.33,6930.71
SYN-0264,Year_2,Consultant_B,Client_031,Area_B,product_license,Unlisted,FALSE,FALSE,FALSE,20,2930.3,3200.15,1241.95,269.85,1958.2
SYN-0265,Year_2,Consultant_B,Client_021,Area_A,written_assessment,Operations,TRUE,FALSE,TRUE,15,6739.37,9989.0,2111.71,3249.63,7877.29
SYN-0266,Year_2,Consultant_B,Client_009,Area_A,written_assessment,Unlisted,TRUE,FALSE,TRUE,12,6005.84,5657.31,1928.46,-348.54,3728.84
SYN-0267,Year_2,Consultant_A,Client_041,Area_D,assessment_center,Unlisted,FALSE,FALSE,FALSE,31,12916.57,15369.53,3518.01,2452.96,11851.52
SYN-0268,Year_2,Consultant_G,Client_033,Area_C,assessment_center,Consulting,FALSE,TRUE,FALSE,32,12320.34,12857.82,5620.2,537.47,7237.62
SYN-0269,Year_2,Consultant_E,Client_021,Area_D,assessment_center,Operations,TRUE,FALSE,FALSE,18,12382.28,16539.22,4024.11,4156.95,12515.12
SYN-0270,Year_2,Consultant_E,Client_004,Area_A,structured_interview,Operations,FALSE,FALSE,FALSE,20,6225.4,8120.86,1595.81,1895.46,6525.05
SYN-0271,Year_2,Consultant_H,Client_025,Area_C,structured_interview,Consulting,FALSE,FALSE,TRUE,42,8432.26,9820.79,4056.0,1388.53,5764.79
SYN-0272,Year_2,Consultant_H,Client_008,Area_B,assessment_center,Consulting,FALSE,FALSE,FALSE,17,12927.8,14288.64,4473.96,1360.85,9814.69
SYN-0273,Year_2,Consultant_A,Client_036,Area_C,assessment_center,Operations,FALSE,TRUE,FALSE,17,13001.48,13229.23,4691.07,227.75,8538.16
SYN-0274,Year_2,Consultant_F,Client_003,Area_B,written_assessment,Operations,TRUE,FALSE,TRUE,17,5613.28,7619.36,2514.95,2006.07,5104.4
SYN-0275,Year_2,Consultant_G,Client_018,Area_D,written_assessment,Consulting,FALSE,FALSE,FALSE,29,5854.43,6796.42,2746.43,941.99,4049.99
SYN-0276,Year_2,Consultant_B,Client_026,Area_D,written_assessment,Operations,FALSE,FALSE,TRUE,27,7889.91,9348.37,3881.77,1458.46,5466.61
SYN-0277,Year_2,Consultant_F,Client_033,Area_C,product_license,Consulting,FALSE,TRUE,FALSE,18,2909.26,3913.81,2663.12,1004.56,1250.69
SYN-0278,Year_2,Consultant_D,Client_044,Area_A,product_license,Operations,TRUE,TRUE,FALSE,25,3540.03,3312.32,2995.73,-227.72,316.59
SYN-0279,Year_2,Consultant_C,Client_009,Area_D,assessment_center,Consulting,TRUE,FALSE,FALSE,9,11558.14,12884.14,3369.5,1326.0,9514.64
