posting_id,job_title,salary_estimate,company_rating,company_size,founded_year,ownership_type,industry,sector,revenue_band,hourly_flag,employer_provided_flag,lower_salary_k,upper_salary_k,avg_salary_k,job_state,company_age,python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,power_bi,flink,mongo,google_analytics,role_family,seniority,degree_required
110,Lead Data Scientist,$102K-$164K (Glassdoor est.),4.1,1 - 50 ,2007,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,102,164,133.0,MD,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na
112,Data Scientist,$89K-$153K (Glassdoor est.),3.8,51 - 200 ,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,0,0,89,153,121.0,NY,9,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,na,na
113,Data Scientist,$61K-$110K (Glassdoor est.),4.7,501 - 1000 ,1992,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,0,0,61,110,85.5,NY,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
116,"Data Scientist, Rice University",$65K-$110K (Glassdoor est.),4.3,1001 - 5000 ,2015,Subsidiary or Business Segment,Education Training Services,Education,Unknown / Non-Applicable,0,0,65,110,87.5,TX,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data scientist,na,na
117,Senior Data Scientist,$200K-$275K(Employer est.),4.2,1001 - 5000 ,1935,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,0,0,200,275,237.5,DC,86,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
118,Data Engineer,$68K-$123K (Glassdoor est.),3.9,1001 - 5000 ,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,68,123,95.5,NC,24,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,na,M
119,Senior Data Scientist,$80K-$129K (Glassdoor est.),3.3,10000+ ,1994,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),0,0,80,129,104.5,MI,27,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,data scientist,sr,M
120,Financial Data Analyst,$41K-$72K (Glassdoor est.),4.7,201 - 500 ,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,41,72,56.5,NJ,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,na
122,Senior Data Analyst,$39K-$71K (Glassdoor est.),4.3,201 - 500 ,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),0,0,39,71,55.0,AZ,11,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,analyst,sr,na
123,Research Scientist,$38K-$85K (Glassdoor est.),2.9,1001 - 5000 ,1977,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,38,85,61.5,NE,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
124,Data Scientist,$121K-$193K (Glassdoor est.),4.5,201 - 500 ,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),0,0,121,193,157.0,CA,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
125,Data Engineer,$54K-$102K (Glassdoor est.),3.4,201 - 500 ,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,54,102,78.0,NJ,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
126,Data Scientist,$83K-$144K (Glassdoor est.),3.7,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,83,144,113.5,MA,240,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data scientist,na,M
127,Data Scientist,$120K-$160K (Glassdoor est.),4.6,51 - 200 ,2009,Company - Private,Internet,Information Technology,$100 to $500 million (USD),0,0,120,160,140.0,NY,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
128,Data Scientist,$102K-$163K (Glassdoor est.),3.2,51 - 200 ,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,102,163,132.5,CA,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,data scientist,na,M
129,Data Engineer,$76K-$140K (Glassdoor est.),4.0,5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,76,140,108.0,CA,39,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,M
130,Ag Data Scientist,$60K-$101K (Glassdoor est.),4.6,501 - 1000 ,1937,Company - Private,Farm Support Services,Agriculture & Forestry,$50 to $100 million (USD),0,0,60,101,80.5,IN,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
131,Data Scientist,$82K-$133K (Glassdoor est.),2.8,201 - 500 ,2000,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,82,133,107.5,MD,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
132,Data Engineer,$65K-$125K (Glassdoor est.),4.7,51 - 200 ,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),0,0,65,125,95.0,MN,25,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,data engineer,na,na
136,Data Scientist II,$91K-$148K (Glassdoor est.),3.0,1001 - 5000 ,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,91,148,119.5,CA,24,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
137,Senior Data Engineer,$95K-$173K (Glassdoor est.),3.2,1001 - 5000 ,2000,Company - Private,Advertising & Marketing,Business Services,$1 to $2 billion (USD),0,0,95,173,134.0,NC,21,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
138,Data Scientist,$77K-$124K (Glassdoor est.),4.4,201 - 500 ,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,77,124,100.5,MA,22,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,data scientist,na,na
139,Data Scientist,$80K-$135K (Glassdoor est.),3.5,1001 - 5000 ,1878,Company - Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),0,0,80,135,107.5,OH,143,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
140,Data Engineer,$85K-$159K (Glassdoor est.),4.0,51 - 200 ,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,85,159,122.0,DC,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
141,Data Engineer,$80K-$105K(Employer est.),4.3,1001 - 5000 ,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),0,0,80,105,92.5,IL,28,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,data engineer,na,na
142,Data Analyst,$43K-$81K (Glassdoor est.),2.3,501 - 1000 ,1986,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),0,0,43,81,62.0,MD,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
143,Project Scientist,$29K-$50K (Glassdoor est.),4.0,51 - 200 ,2000,Other Organization,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),0,0,29,50,39.5,AL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
145,Data Scientist,$82K-$133K (Glassdoor est.),3.6,1001 - 5000 ,1966,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),0,0,82,133,107.5,CA,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,data scientist,na,M
146,Data Analytics Manager,$26K-$55K (Glassdoor est.),3.8,501 - 1000 ,2017,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,0,0,26,55,40.5,MO,4,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
147,Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics,$61K-$118K (Glassdoor est.),3.7,10000+ ,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),0,0,61,118,89.5,VA,63,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,sr,M
148,Data Scientist,$60K-$102K (Glassdoor est.),4.4,201 - 500 ,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,60,102,81.0,IL,13,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na
150,Senior Data Scientist,$112K-$182K (Glassdoor est.),4.0,501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,112,182,147.0,VA,9,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,data scientist,sr,na
152,Data Scientist,$64K-$106K (Glassdoor est.),3.2,1001 - 5000 ,1958,Company - Private,Brokerage Services,Finance,$100 to $500 million (USD),0,0,64,106,85.0,TX,63,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,data scientist,na,na
153,Associate Scientist,$51K-$112K (Glassdoor est.),2.9,1001 - 5000 ,1971,Company - Private,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),0,0,51,112,81.5,CA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
154,"Scientist 2, QC Viral Vector",$113K-$223K (Glassdoor est.),3.8,1001 - 5000 ,1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),0,0,113,223,168.0,CA,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
156,Machine Learning Engineer,$72K-$129K (Glassdoor est.),4.3,1 - 50 ,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,0,72,129,100.5,CO,14,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,machine learning engineer,na,na
157,Data Scientist/ML Engineer,$71K-$123K (Glassdoor est.),3.4,1001 - 5000 ,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),0,0,71,123,97.0,NY,78,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,data scientist,na,M
158,Data Scientist,$64K-$106K (Glassdoor est.),4.1,5001 - 10000 ,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),0,0,64,106,85.0,VA,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,na
159,Customer Data Scientist,$118K-$189K (Glassdoor est.),4.3,201 - 500 ,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,118,189,153.5,CA,10,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,M
161,Data Engineer,Employer Provided Salary:$120K-$145K,5.0,51 - 200 ,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,1,120,145,132.5,FL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
162,Data Engineer,$80K-$120K (Glassdoor est.),4.3,51 - 200 ,2008,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,80,120,100.0,IL,13,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
164,Sr. Data Scientist,$80K-$130K (Glassdoor est.),3.7,201 - 500 ,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,0,0,80,130,105.0,CO,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
166,Data Engineer 4 - Contract,$59K-$115K (Glassdoor est.),4.2,10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,0,59,115,87.0,UT,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
167,Data Analyst - Asset Management,$71K-$136K (Glassdoor est.),4.3,51 - 200 ,2013,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,0,71,136,103.5,CA,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
168,Senior Research Scientist - Embedded System Development for DevOps,$81K-$167K (Glassdoor est.),2.6,501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,81,167,124.0,PA,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
169,Data Scientist - Bioinformatics,$49K-$85K (Glassdoor est.),3.8,1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,49,85,67.0,WA,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,P
170,Data Engineer,$60K-$114K (Glassdoor est.),3.9,10000+ ,2000,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),0,0,60,114,87.0,DC,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
171,Customer Data Scientist/Sales Engineer,$71K-$204K (Glassdoor est.),4.3,201 - 500 ,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,71,204,137.5,IL,10,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,data scientist,na,P
172,Lead Data Scientist,$75K-$125K (Glassdoor est.),3.8,201 - 500 ,1987,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),0,0,75,125,100.0,OH,34,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,data scientist,sr,M
174,MongoDB Data Engineer II,$77K-$136K (Glassdoor est.),3.8,5001 - 10000 ,1945,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,77,136,106.5,TN,76,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,data engineer,na,na
175,Senior Data Scientist Statistics,$74K-$123K (Glassdoor est.),3.8,1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,74,123,98.5,WA,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P
177,Senior Data Analyst,$44K-$78K (Glassdoor est.),4.8,501 - 1000 ,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),0,0,44,78,61.0,FL,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M
178,Senior Spark Engineer (Data Science),$65K-$148K (Glassdoor est.),4.4,51 - 200 ,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,0,0,65,148,106.5,IN,13,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,sr,na
179,Data Engineer,$59K-$110K (Glassdoor est.),3.9,51 - 200 ,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,59,110,84.5,MA,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
180,BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),3.4,1001 - 5000 ,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),0,0,85,134,109.5,NJ,175,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Data scientist project manager,na,M
181,Lead Data Scientist,$124K-$204K (Glassdoor est.),3.6,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,124,204,164.0,MA,170,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,data scientist,sr,P
182,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K (Glassdoor est.),3.9,10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,131,207,169.0,CA,45,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,sr,P
183,Senior Data Scientist,$110K-$174K (Glassdoor est.),3.8,5001 - 10000 ,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),0,0,110,174,142.0,CA,25,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,data scientist,sr,P
185,Pricipal Scientist Molecular and cellular biologist,$52K-$101K (Glassdoor est.),3.7,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,52,101,76.5,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
187,"Data Scientist (Actuary, FSA or ASA)",$81K-$133K (Glassdoor est.),3.8,501 - 1000 ,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,81,133,107.0,MD,40,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
188,Staff Data Scientist,$132K-$211K (Glassdoor est.),3.5,10000+ ,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),0,0,132,211,171.5,CA,51,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,M
190,Senior Data Scientist / Machine Learning,$73K-$119K (Glassdoor est.),3.9,201 - 500 ,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,0,0,73,119,96.0,TX,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P
191,Data Scientist - Health Data Analytics,$110K-$175K (Glassdoor est.),4.2,51 - 200 ,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,110,175,142.5,CA,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
192,Data Engineer 5 - Contract (Remote),$74K-$140K (Glassdoor est.),4.2,10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,0,74,140,107.0,UT,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
193,Senior Scientist - Neuroscience,$100K-$190K (Glassdoor est.),3.5,1001 - 5000 ,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,100,190,145.0,MA,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
194,Senior Data Analyst,$43K-$80K (Glassdoor est.),2.9,201 - 500 ,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),0,0,43,80,61.5,VA,28,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,M
197,Medical Lab Scientist,$17-$24 Per Hour(Glassdoor est.),3.6,5001 - 10000 ,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,0,35,49,42.0,PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
198,"Risk and Analytics IT, Data Scientist",$91K-$149K (Glassdoor est.),2.7,51 - 200 ,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),0,0,91,149,120.0,WI,70,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,na,na
199,"Scientist, Analytical Development",$42K-$82K (Glassdoor est.),4.4,201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,42,82,62.0,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
200,Senior Data Scientist,$116K-$185K (Glassdoor est.),4.0,5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,116,185,150.5,CA,39,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,data scientist,sr,P
201,Analytics Manager,$59K-$116K (Glassdoor est.),4.3,201 - 500 ,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,59,116,87.5,MI,54,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
202,Data Engineer,$48K-$95K (Glassdoor est.),4.2,51 - 200 ,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),0,0,48,95,71.5,FL,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
203,Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),3.6,51 - 200 ,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),0,0,31,72,51.5,CA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,analyst,na,na
204,Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),3.7,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,105,198,151.5,CA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
205,Senior Data Analyst,$55K-$100K (Glassdoor est.),2.8,201 - 500 ,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,55,100,77.5,NJ,7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
206,Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),3.7,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,98,182,140.0,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
207,Senior Data Scientist,$73K-$124K (Glassdoor est.),3.3,1001 - 5000 ,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),0,0,73,124,98.5,NJ,39,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
208,Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,-1.0,51 - 200 ,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),0,1,200,250,225.0,CA,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,sr,na
209,MED TECH/LAB SCIENTIST - LABORATORY,$21-$34 Per Hour(Glassdoor est.),3.6,1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,0,43,70,56.5,DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
210,"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K (Glassdoor est.),3.7,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,117,206,161.5,MA,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
211,Sr. Data Scientist II,$111K-$183K (Glassdoor est.),3.4,1001 - 5000 ,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,0,111,183,147.0,NY,73,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,data scientist,sr,na
212,Excel / VBA / SQL Data Analyst,$44K-$78K (Glassdoor est.),4.1,501 - 1000 ,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),0,0,44,78,61.0,MO,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
213,Machine Learning Research Scientist,$81K-$159K (Glassdoor est.),2.6,501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,81,159,120.0,PA,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,na,P
215,"VP, Data Science",$83K-$166K (Glassdoor est.),3.2,1001 - 5000 ,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),0,0,83,166,124.5,AZ,13,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,data scientist,na,na
216,Senior Data Scientist,$114K-$182K (Glassdoor est.),3.9,51 - 200 ,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,0,114,182,148.0,CA,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
217,Radar Data Analyst,$42K-$76K (Glassdoor est.),4.7,51 - 200 ,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),0,0,42,76,59.0,AL,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
221,PL Actuarial-Lead Data Scientist,$114K-$179K (Glassdoor est.),3.7,5001 - 10000 ,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,114,179,146.5,MA,169,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
223,PV Scientist,$60K-$123K (Glassdoor est.),2.9,201 - 500 ,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,60,123,91.5,MA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
224,Senior Data & Machine Learning Scientist,$100K-$166K (Glassdoor est.),3.0,501 - 1000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,100,166,133.0,IL,6,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,machine learning engineer,sr,P
225,Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),4.7,51 - 200 ,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,0,108,173,140.5,UT,8,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,sr,na
226,Data Engineer,$48K-$93K (Glassdoor est.),3.7,501 - 1000 ,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,48,93,70.5,LA,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
228,"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),3.3,10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,54,115,84.5,NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
229,Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),4.0,51 - 200 ,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),0,0,60,127,93.5,MD,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,M
230,"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),4.4,201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,90,179,134.5,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
233,Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),3.9,201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,0,138,224,181.0,CA,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,machine learning engineer,na,na
234,"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),3.3,10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,54,115,84.5,NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
235,Lead Data Engineer,$190K-$220K(Employer est.),4.1,51 - 200 ,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),0,0,190,220,205.0,CA,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
